연번,보호구역아이디,시설종류,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,데이터기준일자,이미지명,비고,구,zone_id,dist_nearest_stop_m,stops_in_300m,bus_category,slope_deg,slope_category,has_slope,accident_count,serious_count,minor_count,severity_score,slope_x_bus,risk_score_poisson,n_slope,n_bus,risk_score_spearman,risk_index,risk_index_scaled,위험등급
98,성남-01-098,유치원,해나유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 서판교로44번길 2,경기도 성남시 분당구 판교동 577,37.390492,127.097951,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-25,성남-01-098-B-01.jpeg,,분당구,76,143.1858359810607,6,0.0,5.82952511341493,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
99,성남-01-099,유치원,꾸러기유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 양현로 220,경기도 성남시 분당구 이매동 99,37.403787,127.125691,경기도 성남시청,031-729-3672,분당경찰서,Y,5,2022-07-27,성남-01-099-B-01.jpeg,,분당구,77,52.97199236777006,8,1.0,1.8305037237549857,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
100,성남-01-100,유치원,샛별유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 수내로 201,경기도 성남시 분당구 분당동 39,37.370504,127.127711,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-22,성남-01-100-B-01.jpeg,,분당구,78,36.724991920959425,10,2.0,2.62697115774714,0,True,0,0,0,0,0.0,0.3286406257029644,0.0,0.6666666666666666,0.0,0.3286406257029644,44.236791711204255,고위험
101,성남-01-101,유치원,성마르코유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 매화로37번길 5,경기도 성남시 분당구 야탑동 389,37.410832,127.133182,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-07-27,성남-01-101-B-01.jpeg,,분당구,79,82.71420307009086,7,1.0,2.473511740457157,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
102,성남-01-102,유치원,동명유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 이매로 88,경기도 성남시 분당구 이매동 262-2,37.393398,127.130162,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-25,성남-01-102-B-01.jpeg,"샛별유치원중복, 신규",분당구,80,131.57192527722978,7,0.0,3.550249030473689,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
103,성남-01-103,유치원,은혜유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 내정로7번길 24,경기도 성남시 분당구 정자동 144,37.360908,127.111946,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-17,성남-01-103-B-01.jpeg,,분당구,81,103.92514676502013,6,0.0,3.317015947502679,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
104,성남-01-104,유치원,숲리라유치원,경기도,성남시 수정구,41131,경기도 성남시 분당구 서판교로132번길 12,경기도 성남시 수정구 판교동 532-1,37.398572,127.097459,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-25,성남-01-104-B-01.jpeg,,수정구,82,148.40736558388585,6,0.0,3.1317025202363586,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
105,성남-01-105,유치원,즐거운유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 미금로 215,경기도 성남시 분당구 금곡동 141,37.351408,127.111941,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-22,성남-01-105-B-01.jpeg,,분당구,83,186.43452945607893,5,0.0,1.13448447283479,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
106,성남-01-106,유치원,희영유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 동판교로 49,경기도 성남시 분당구 백현동 553-2,37.388294,127.114186,경기도 성남시청,031-729-3672,분당경찰서,N,0,2022-08-29,성남-01-106-B-01.jpeg,,분당구,84,57.80056469071571,8,1.0,1.7884442172883994,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
108,성남-01-108,어린이집,단대어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 희망로506번길 21,경기도 성남시 수정구 단대동 129,37.449645,127.155665,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-17,성남-01-108-B-01.jpeg,,수정구,85,243.9546838724677,4,0.0,6.021145642268008,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
109,성남-01-109,어린이집,산성어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 수정남로 269,경기도 성남시 수정구 산성동 2115,37.453007,127.150387,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-17,성남-01-109-B-01.jpeg,,수정구,86,135.1183990346297,6,0.0,5.565261429965441,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
110,성남-01-110,어린이집,태평4동어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 남문로 134,경기도 성남시 수정구 태평동 7292,37.447702,127.141485,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-11,성남-01-110-B-01.jpeg,성남어린이집에서 명칭변경,수정구,87,56.500988601441094,8,1.0,6.875667706319935,2,True,0,0,0,0,2.0,0.33186921235444417,0.6666666666666666,0.3333333333333333,-0.118492,0.33186921235444417,47.003216557403675,고위험
111,성남-01-111,어린이집,수진동어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 탄리로17번길 6,경기도 성남시 수정구 수진동 1921,37.438454,127.138715,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-26,성남-01-111-B-01.jpeg,성현어린이집에서 명칭변경,수정구,88,83.0970776029339,5,1.0,5.1465869690571875,2,True,2,1,1,3,2.0,0.33186921235444417,0.6666666666666666,0.3333333333333333,-0.118492,0.33186921235444417,47.003216557403675,고위험
112,성남-01-112,어린이집,신흥제2어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 수정로257번길 18,경기도 성남시 수정구 신흥동 50,37.449202,127.144413,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-29,성남-01-112-B-01.jpeg,,수정구,89,150.55435211794781,9,0.0,7.909155743080433,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
113,성남-01-113,어린이집,리틀플러스어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 성남대로1250번길 7-2,경기도 성남시 수정구 태평동 6151-3,37.441811,127.128384,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-04,성남-01-113-B-01.jpeg,리플플러스어린이집에서 변경,수정구,90,64.97534144243329,14,1.0,3.957111395079287,1,True,0,0,0,0,1.0,0.31643831499471753,0.3333333333333333,0.3333333333333333,-0.059246,0.31643831499471753,33.78120257319329,고위험
114,성남-01-114,어린이집,한양어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 성남대로 1185,경기도 성남시 수정구 수진동 4615-1,37.435594,127.128101,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-04,성남-01-114-B-01.jpeg,폐업,수정구,91,107.9893575297169,4,0.0,2.988402809479864,0,True,3,1,2,4,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
115,성남-01-115,어린이집,신흥제3어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 공원로349번길 8,경기도 성남시 수정구 신흥동 2819,37.443531,127.148854,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-11,성남-01-115-B-01.jpeg,,수정구,92,109.58066483736789,9,0.0,6.770340124202415,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
116,성남-01-116,어린이집,복정어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 복정로96번길 30-1,경기도 성남시 수정구 복정동 667,37.461129,127.130488,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-25,성남-01-116-B-01.jpeg,,수정구,93,384.6188016036547,0,0.0,5.990862633753001,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
117,성남-01-117,어린이집,복정2어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 복정로118번길 20,경기도 성남시 수정구 복정동 657-1,37.463264,127.129126,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-08-25,성남-01-117-B-01.jpeg,,수정구,94,305.25211077261224,0,0.0,4.384994985062478,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
118,성남-01-118,어린이집,아이세상어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 수정로135번길5-1,경기도 성남시 수정구 태평동 3660,37.442201,127.134779,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-09-02,성남-01-118-B-01.jpeg,,수정구,95,83.96793582370393,12,1.0,4.2286479552894605,1,True,1,1,0,2,1.0,0.31643831499471753,0.3333333333333333,0.3333333333333333,-0.059246,0.31643831499471753,33.78120257319329,고위험
123,성남-01-123,어린이집,서광어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교로 685,경기도 성남시 분당구 야탑동 152,37.405702,127.149481,경기도 성남시청,031-729-3672,분당경찰서,Y,4,2022-08-22,성남-01-123-B-01.jpeg,,분당구,96,68.54865259916114,8,1.0,9.48996371053745,3,True,0,0,0,0,3.0,0.3480525868386,1.0,0.3333333333333333,-0.177738,0.3480525868386,60.86999298349048,고위험
124,성남-01-124,어린이집,분당동어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 장안로26번길 12,경기도 성남시 분당구 분당동 156,37.368598,127.143274,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-17,성남-01-124-B-01.jpeg,분당어린이집에서 명칭변경,분당구,97,129.9407319716125,9,0.0,5.689509194299261,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
125,성남-01-125,어린이집,판교어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교원로 200,경기도 성남시 분당구 판교동 632,37.385948,127.088207,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-09-01,성남-01-125-B-01.jpeg,,분당구,98,408.8693504210495,0,0.0,4.921263706790004,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
126,성남-01-126,어린이집,서현어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 중앙공원로31번길 32,경기도 성남시 분당구 서현동 89-4,37.382447,127.126079,경기도 성남시청,031-729-3672,분당경찰서,Y,4,2022-08-22,성남-01-126-B-01.jpeg,,분당구,99,51.54103531727609,10,1.0,1.9922958562737596,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
127,성남-01-127,어린이집,성남숲어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 내정로119번길 2,경기도 성남시 분당구 정자동 52,37.371025,127.115253,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-25,성남-01-127-B-01.jpeg,성남생명숲어린이집에서 명칭 변경,분당구,100,204.2753446120917,4,0.0,1.6380168363564849,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
128,성남-01-128,어린이집,갈보리어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 이매로 132,경기도 성남시 분당구 이매동 360-1,37.390533,127.134217,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-25,성남-01-128-B-01.jpeg,폐업,분당구,101,69.281346231507,6,1.0,8.991953801560031,3,True,0,0,0,0,3.0,0.3480525868386,1.0,0.3333333333333333,-0.177738,0.3480525868386,60.86999298349048,고위험
129,성남-01-129,어린이집,푸르니궁내어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 궁내로 52,경기도 성남시 분당구 궁내동 350-5,37.370358,127.095881,경기도 성남시청,031-729-3672,분당경찰서,N,0,2022-08-31,성남-01-129-B-01.jpeg,휴맥스어린이집에서 명칭변경,분당구,102,160.83439118232874,2,0.0,11.739394069755498,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
130,성남-01-130,어린이집,더늘사랑어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 야탑로 20,경기도 성남시 분당구 야탑동 536,37.407295,127.123299,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-31,성남-01-130-B-01.jpeg,,분당구,103,59.689606271103614,4,1.0,1.622709843473139,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
131,성남-01-131,어린이집,삼평어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 동판교로 268,경기도 성남시 분당구 삼평동 711,37.406109,127.115836,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-31,성남-01-131-B-01.jpeg,,분당구,104,73.31213718733599,8,1.0,2.099172919128806,0,True,1,0,1,1,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
132,성남-01-132,어린이집,판교제2어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 운중로225번길 37,경기도 성남시 분당구 판교동 553,37.391671,127.091106,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-09-01,성남-01-132-B-01.jpeg,,분당구,105,262.5140271881952,2,0.0,6.990206161409344,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
133,성남-01-133,어린이집,수내동어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 황새울로240번길 10-5,경기도 성남시 분당구 수내동 12-3,37.379099,127.114714,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-26,성남-01-133-B-01.jpeg,,분당구,106,111.06277139974038,5,0.0,3.091916575371026,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
134,성남-01-134,어린이집,구미동어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 금곡로25번길 10,경기도 성남시 분당구 구미동 119,37.344538,127.112319,경기도 성남시청,031-729-3672,분당경찰서,N,0,2022-08-22,성남-01-134-B-01.jpeg,,분당구,107,189.9923698899185,5,0.0,2.5937005264497435,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
135,성남-01-135,어린이집,야탑보듬이나눔이어린이집,경기도,성남시 분당구,41135,경기도 성남시 분당구 야탑로 303,경기도 성남시 분당구 야탑동 195,37.406455,127.151789,경기도 성남시청,031-729-3672,분당경찰서,N,0,2022-08-22,성남-01-135-B-01.jpeg,신규,분당구,108,166.59244884999256,5,0.0,9.826260402925858,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
136,성남-01-136,어린이집,예림어린이집,경기도,성남시 수정구,41131,경기도 성남시 수정구 산성대로437번길 7,경기도 성남시 수정구 단대동 100,37.449219,127.157766,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-08-29,성남-01-136-B-01.jpeg,,수정구,109,114.03829070302326,6,0.0,6.021145642268008,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
137,성남-01-137,특수학교,성남혜은학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 희망로518번길 8,경기도 성남시 수정구 단대동 192,37.450396,127.153922,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-17,성남-01-137-B-01.jpeg,,수정구,110,108.64240732569496,2,0.0,6.939428764324297,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
138,성남-01-138,특수학교,성은학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 돌마로 866,경기도 성남시 분당구 야탑동 172,37.409122,127.143952,경기도 성남시청,031-729-3672,분당경찰서,Y,4,2022-09-07,성남-01-138-B-01.jpeg,성은특수학교에서 명칭변경,분당구,111,29.351069626538987,7,3.0,5.646732841559098,2,True,1,0,1,1,6.0,0.3937196934290338,0.6666666666666666,1.0,-0.118492,0.3937196934290338,100.0,고위험
139,성남-01-139,특수학교,서울국제학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 성남대로1518번길 15,경기도 성남시 수정구 복정동 388-14,37.466084,127.128988,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-08-25,성남-01-139-B-01.jpeg,,수정구,112,210.4774530560767,2,0.0,1.4769805417563697,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
140,성남-01-140,학원,KDLP창의샘,경기도,성남시 분당구,41135,경기도 성남시 분당구 서현로 181,경기도 성남시 분당구 이매동 124,37.389493,127.124911,경기도 성남시청,031-729-3672,분당경찰서,N,0,2022-08-11,성남-01-140-B-01.jpeg,케이디엘피어학원에서 명칭변경,분당구,113,33.85872850360711,9,2.0,1.1685013000565312,0,True,0,0,0,0,0.0,0.3286406257029644,0.0,0.6666666666666666,0.0,0.3286406257029644,44.236791711204255,고위험
141,성남-01-141,유치원,판교반디유치원,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교대장로5길 57-9,경기도 성남시 분당구 대장동 198-2,37.367083,127.069763,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-31,성남-01-141-B-01.jpeg,신규,분당구,114,102.02809567007623,6,0.0,10.76526253752603,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
